audit_reason,repo,candidate_id,condition,status,failure_mode,hidden_bug_fix_tests_passed,previously_passing_tests_passed,changed_files_from_metrics,patch_files,patch_additions,patch_deletions,result_path,metrics_path,patch_path,oracle_output_path,agent_stdout_path,first_agent_commands,oracle_output_tail,fairness_read
naming_regression_only,marshmallow,marshmallow_pr_2772,naming,FAIL,regression_only_failure,1/1,38/203,src/marshmallow/schema.py; src/marshmallow/utils.py; tests/test_schema.py,src/marshmallow/schema.py; src/marshmallow/utils.py; tests/test_schema.py,34,19,runs/marshmallow/marshmallow_pr_2772/codex_cli/naming/rep_1/result.json,runs/marshmallow/marshmallow_pr_2772/codex_cli/naming/rep_1/metrics.json,runs/marshmallow/marshmallow_pr_2772/codex_cli/naming/rep_1/logs/final_repo_diff.patch,runs/marshmallow/marshmallow_pr_2772/codex_cli/naming/rep_1/logs/post_run_test_output.txt,runs/marshmallow/marshmallow_pr_2772/codex_cli/naming/rep_1/logs/agent_stdout.log,"/usr/bin/bash -lc 'git status --short' | /usr/bin/bash -lc 'rg -n ""fields_must_be_declared|is_instance_or_subclass|declared.*instance|Field"" tests/test_schema.py marshmallow' | /usr/bin/bash -lc ""sed -n '500,570p' tests/test_schema.py"" | /usr/bin/bash -lc 'rg --files'","ERROR tests/test_schema.py::test_url_field - AttributeError: 'UserSchema' obj... / ERROR tests/test_schema.py::test_method_field - AttributeError: 'UserSchema' ... / ERROR tests/test_schema.py::test_function_field - AttributeError: 'UserSchema... / ERROR tests/test_schema.py::test_can_serialize_uuid - AttributeError: 'UserSc... / ERROR tests/test_schema.py::test_can_serialize_time - AttributeError: 'UserSc... / ================== 154 failed, 39 passed, 11 errors in 0.34s ===================",Hidden bug-fix tests passed but previously passing tests regressed; fair signal for collateral-damage risk.
naming_regression_only,starlette,starlette_pr_2400,naming,FAIL,regression_only_failure,1/1,16/24,starlette/datastructures.py; starlette/middleware/wsgi.py; starlette/routing.py; starlette/staticfiles.py; tests/middleware/test_wsgi.py,starlette/datastructures.py; starlette/middleware/wsgi.py; starlette/routing.py; starlette/staticfiles.py; tests/middleware/test_wsgi.py,51,19,comparison_slices/rq1_initial_matrix_missing/runs/starlette/starlette_pr_2400/codex_cli/naming/rep_1/result.json,comparison_slices/rq1_initial_matrix_missing/runs/starlette/starlette_pr_2400/codex_cli/naming/rep_1/metrics.json,comparison_slices/rq1_initial_matrix_missing/runs/starlette/starlette_pr_2400/codex_cli/naming/rep_1/logs/final_repo_diff.patch,comparison_slices/rq1_initial_matrix_missing/runs/starlette/starlette_pr_2400/codex_cli/naming/rep_1/logs/post_run_test_output.txt,comparison_slices/rq1_initial_matrix_missing/runs/starlette/starlette_pr_2400/codex_cli/naming/rep_1/logs/agent_stdout.log,"/usr/bin/bash -lc 'git status --short' | /usr/bin/bash -lc 'rg -n ""route_root_path|route_path|root_path|WSGI|build_environ"" starlette tests' | /usr/bin/bash -lc ""sed -n '80,125p' tests/middleware/test_wsgi.py"" | /usr/bin/bash -lc ""sed -n '1,130p' starlette/middleware/wsgi.py""","tests/test_routing.py::test_mount_repr PASSED                            [ 95%] / tests/test_routing.py::test_mount_named_repr PASSED                      [ 96%] / tests/test_routing.py::test_host_repr PASSED                             [ 97%] / tests/test_routing.py::test_host_named_repr PASSED                       [ 98%] / tests/test_routing.py::test_decorator_deprecations FAILED                [100%] / =================== 72 failed, 17 passed, 10 errors in 0.16s ===================",Hidden bug-fix tests passed but previously passing tests regressed; fair signal for collateral-damage risk.
naming_hidden_bug_fix_only,uvicorn,uvicorn_pr_2183,naming,FAIL,hidden_bug_fix_only_failure,7/8,0/0,uvicorn/config.py; uvicorn/main.py; uvicorn/supervisors/multiprocess.py,uvicorn/config.py; uvicorn/main.py; uvicorn/supervisors/multiprocess.py,212,31,runs/uvicorn/uvicorn_pr_2183/codex_cli/naming/rep_1/result.json,runs/uvicorn/uvicorn_pr_2183/codex_cli/naming/rep_1/metrics.json,runs/uvicorn/uvicorn_pr_2183/codex_cli/naming/rep_1/logs/final_repo_diff.patch,runs/uvicorn/uvicorn_pr_2183/codex_cli/naming/rep_1/logs/post_run_test_output.txt,runs/uvicorn/uvicorn_pr_2183/codex_cli/naming/rep_1/logs/agent_stdout.log,"/usr/bin/bash -lc ""sed -n '1,320p' uvicorn/supervisors/multiprocess.py"" | /usr/bin/bash -lc ""sed -n '1,260p' tests/supervisors/test_multiprocess.py"" | /usr/bin/bash -lc 'rg -n ""class Multiprocess|Multiprocess|Process|ping|pong|SIGTTIN|SIGTTOU|SIGHUP"" uvicorn tests/supervisors' | /usr/bin/bash -lc ""sed -n '1,220p' uvicorn/_subprocess.py""","tests/supervisors/test_multiprocess.py::test_multiprocess_sighup PASSED  [ 77%] / tests/supervisors/test_multiprocess.py::test_multiprocess_sigttin PASSED [ 88%] / tests/supervisors/test_multiprocess.py::test_multiprocess_sigttou PASSED [100%] / =========================== short test summary info ============================ / SKIPPED [1] tests/supervisors/test_multiprocess.py:110: platform unsupports SIGBREAK / ==================== 1 failed, 7 passed, 1 skipped in 7.41s ====================","Hidden bug-fix tests still failed; fair repair miss, but paired clean outcome must be checked before attributing it to the condition."
naming_hidden_bug_fix_only,pip-tools,pip-tools_pr_1893,naming,FAIL,hidden_bug_fix_only_failure,0/39,79/79,piptools/utils.py; tests/test_utils.py,piptools/utils.py; tests/test_utils.py,29,1,runs/pip-tools/pip-tools_pr_1893/codex_cli/naming/rep_1/result.json,runs/pip-tools/pip-tools_pr_1893/codex_cli/naming/rep_1/metrics.json,runs/pip-tools/pip-tools_pr_1893/codex_cli/naming/rep_1/logs/final_repo_diff.patch,runs/pip-tools/pip-tools_pr_1893/codex_cli/naming/rep_1/logs/post_run_test_output.txt,runs/pip-tools/pip-tools_pr_1893/codex_cli/naming/rep_1/logs/agent_stdout.log,"/usr/bin/bash -lc 'git status --short' | /usr/bin/bash -lc 'rg -n ""callback_config_file_defaults|config_file|pip-compile|header|defaults"" tests/test_utils.py piptools -S' | /usr/bin/bash -lc 'rg --files' | /usr/bin/bash -lc ""sed -n '540,670p' tests/test_utils.py""","FAILED tests/test_utils.py::test_callback_config_file_defaults[cache-dir-changed] / FAILED tests/test_utils.py::test_callback_config_file_defaults[emit-options-False] / FAILED tests/test_utils.py::test_callback_config_file_defaults_precedence - A... / FAILED tests/test_utils.py::test_callback_config_file_defaults[pre-True] - As... / FAILED tests/test_utils.py::test_callback_config_file_defaults[annotate-False] / ================= 41 failed, 126 passed, 17 warnings in 1.90s ==================","Hidden bug-fix tests still failed; fair repair miss, but paired clean outcome must be checked before attributing it to the condition."
naming_hidden_bug_fix_only,pydantic-settings,pydantic-settings_pr_730,naming,FAIL,hidden_bug_fix_only_failure,4/9,23/23,docs/index.md; pydantic_settings/sources/providers/gcp.py,docs/index.md; pydantic_settings/sources/providers/gcp.py,66,17,runs/pydantic-settings/pydantic-settings_pr_730/codex_cli/naming/rep_1/result.json,runs/pydantic-settings/pydantic-settings_pr_730/codex_cli/naming/rep_1/metrics.json,runs/pydantic-settings/pydantic-settings_pr_730/codex_cli/naming/rep_1/logs/final_repo_diff.patch,runs/pydantic-settings/pydantic-settings_pr_730/codex_cli/naming/rep_1/logs/post_run_test_output.txt,runs/pydantic-settings/pydantic-settings_pr_730/codex_cli/naming/rep_1/logs/agent_stdout.log,"/usr/bin/bash -lc 'rg -n ""GoogleSecretManager"" docs tests pydantic_settings' | /usr/bin/bash -lc 'rg -n ""GoogleSecretManagerMapping|GoogleSecretManagerSettingsSource|secret_manager_mapping"" .' | /usr/bin/bash -lc 'git status --short' | /usr/bin/bash -lc ""sed -n '1,220p' pydantic_settings/sources/providers/gcp.py""",FAILED tests/test_source_gcp_secret_manager.py::TestGoogleSecretManagerSettingsSource::test_secret_manager_mapping_collision[True-TEST-SECRET-UPPER_VAL] / FAILED tests/test_source_gcp_secret_manager.py::TestGoogleSecretManagerSettingsSource::test_secret_manager_mapping_collision[True-test-secret-lower_val] / FAILED tests/test_source_gcp_secret_manager.py::TestGoogleSecretManagerSettingsSource::test_secret_manager_mapping_collision[False-TEST-SECRET-UPPER_VAL] / FAILED tests/test_source_gcp_secret_manager.py::TestGoogleSecretManagerSettingsSource::test_secret_manager_mapping_collision[False-tes,"Hidden bug-fix tests still failed; fair repair miss, but paired clean outcome must be checked before attributing it to the condition."
naming_hidden_bug_fix_and_regression,copier,copier_pr_2432,naming,FAIL,hidden_bug_fix_and_regression_failure,0/1,1/52,copier/_main.py; tests/test_updatediff.py,copier/_main.py; tests/test_updatediff.py,59,1,runs/copier/copier_pr_2432/codex_cli/naming/rep_1/result.json,runs/copier/copier_pr_2432/codex_cli/naming/rep_1/metrics.json,runs/copier/copier_pr_2432/codex_cli/naming/rep_1/logs/final_repo_diff.patch,runs/copier/copier_pr_2432/codex_cli/naming/rep_1/logs/post_run_test_output.txt,runs/copier/copier_pr_2432/codex_cli/naming/rep_1/logs/agent_stdout.log,"/usr/bin/bash -lc 'rg -n ""post_checkout|checkout|pre-commit-hooks|updatediff|update diff|hook"" tests/test_updatediff.py .' | /usr/bin/bash -lc 'git status --short' | /usr/bin/bash -lc 'rg --files' | /usr/bin/bash -lc ""sed -n '280,470p' tests/test_updatediff.py""","FAILED tests/test_updatediff.py::test_conditional_computed_value - AttributeE... / FAILED tests/test_updatediff.py::test_skip_if_exists_templated - AttributeErr... / FAILED tests/test_updatediff.py::test_gitignore_file_unignored - AttributeErr... / FAILED tests/test_updatediff.py::test_update_git_submodule - AttributeError: v58 / FAILED tests/test_updatediff.py::test_conflict_on_update_with_unicode_in_content / ================= 59 failed, 1 passed, 4490 warnings in 15.37s =================",Both hidden bug-fix tests and previously passing tests failed; inspect patch/output before using as a causal example.
naming_hidden_bug_fix_and_regression,copier,copier_pr_2605,naming,FAIL,hidden_bug_fix_and_regression_failure,0/4,0/58,copier/_main.py; copier/_template.py; tests/test_updatediff.py,copier/_main.py; copier/_template.py; tests/test_updatediff.py,210,3,runs/copier/copier_pr_2605/codex_cli/naming/rep_1/result.json,runs/copier/copier_pr_2605/codex_cli/naming/rep_1/metrics.json,runs/copier/copier_pr_2605/codex_cli/naming/rep_1/logs/final_repo_diff.patch,runs/copier/copier_pr_2605/codex_cli/naming/rep_1/logs/post_run_test_output.txt,runs/copier/copier_pr_2605/codex_cli/naming/rep_1/logs/agent_stdout.log,"/usr/bin/bash -lc 'rg -n ""def _render_allowed|def _render_file|class Template|git_index_modes|chmod|fileMode|update-index"" copier tests/test | /usr/bin/bash -lc 'git status --short' | /usr/bin/bash -lc ""rg -n \""def run_git|git\\(\"" copier tests | head -80"" | /usr/bin/bash -lc ""sed -n '470,890p' copier/_main.py""","FAILED tests/test_updatediff.py::test_update_propagates_executable_bit_removal[False] / FAILED tests/test_updatediff.py::test_update_with_exec_bit_change_and_merge_conflict[False] / FAILED tests/test_updatediff.py::test_update_with_exec_bit_change_and_merge_conflict[True] / FAILED tests/test_updatediff.py::test_update_inline_changed_answers_and_questions[True] / FAILED tests/test_updatediff.py::test_update_with_new_file_in_template_and_project / ======================== 72 failed, 1 skipped in 4.35s =========================",Both hidden bug-fix tests and previously passing tests failed; inspect patch/output before using as a causal example.
naming_hidden_bug_fix_and_regression,pydantic-settings,pydantic-settings_pr_780,naming,FAIL,hidden_bug_fix_and_regression_failure,0/1,4/188,pydantic_settings/sources/base.py; pydantic_settings/sources/utils.py; tests/test_settings.py,pydantic_settings/sources/base.py; pydantic_settings/sources/utils.py; tests/test_settings.py,69,13,runs/pydantic-settings/pydantic-settings_pr_780/codex_cli/naming/rep_1/result.json,runs/pydantic-settings/pydantic-settings_pr_780/codex_cli/naming/rep_1/metrics.json,runs/pydantic-settings/pydantic-settings_pr_780/codex_cli/naming/rep_1/logs/final_repo_diff.patch,runs/pydantic-settings/pydantic-settings_pr_780/codex_cli/naming/rep_1/logs/post_run_test_output.txt,runs/pydantic-settings/pydantic-settings_pr_780/codex_cli/naming/rep_1/logs/agent_stdout.log,"/usr/bin/bash -lc 'rg -n ""test_annotated_with_parameterized_type_alias|Annotated|ForceDecode|NoDecode"" tests/test_settings.py' | /usr/bin/bash -lc 'rg -n ""TypeAliasType|__value__|_annotation_is_complex|_get_field_metadata|_extract_field_info"" .' | /usr/bin/bash -lc 'git status --short' | /usr/bin/bash -lc ""sed -n '1,130p' pydantic_settings/sources/utils.py""","FAILED tests/test_settings.py::test_field_annotated_disable_decoding - TypeEr... / FAILED tests/test_settings.py::test_field_annotated_force_decode_disable_decoding / FAILED tests/test_settings.py::test_warns_if_config_keys_are_set_but_source_is_missing / FAILED tests/test_settings.py::test_env_strict_coercion - TypeError: Can't in... / FAILED tests/test_settings.py::test_env_source_when_load_multi_nested_config / ======================== 185 failed, 4 passed in 0.56s =========================",Both hidden bug-fix tests and previously passing tests failed; inspect patch/output before using as a causal example.
remove_tests_success,cattrs,cattrs_pr_108,remove_tests,SUCCESS,success,1/1,20/20,src/cattr/disambiguators.py,src/cattr/disambiguators.py,26,12,comparison_slices/rq1_initial_matrix_missing/runs/cattrs/cattrs_pr_108/codex_cli/remove_tests/rep_1/result.json,comparison_slices/rq1_initial_matrix_missing/runs/cattrs/cattrs_pr_108/codex_cli/remove_tests/rep_1/metrics.json,comparison_slices/rq1_initial_matrix_missing/runs/cattrs/cattrs_pr_108/codex_cli/remove_tests/rep_1/logs/final_repo_diff.patch,comparison_slices/rq1_initial_matrix_missing/runs/cattrs/cattrs_pr_108/codex_cli/remove_tests/rep_1/logs/post_run_test_output.txt,comparison_slices/rq1_initial_matrix_missing/runs/cattrs/cattrs_pr_108/codex_cli/remove_tests/rep_1/logs/agent_stdout.log,"/usr/bin/bash -lc 'rg --files' | /usr/bin/bash -lc 'rg -n ""disambigu|test_edge_errors|Union"" tests src cattr cattrs' | /usr/bin/bash -lc 'git status --short' | /usr/bin/bash -lc ""sed -n '360,470p' src/cattr/converters.py""",tests/test_structure.py::test_structure_hook_func PASSED                 [ 80%] / tests/test_structure.py::test_structuring_enums PASSED                   [ 85%] / tests/test_structure.py::test_structuring_unsupported PASSED             [ 90%] / tests/test_structure.py::test_subclass_registration_is_honored PASSED    [ 95%] / tests/test_structure.py::test_structure_union_edge_case PASSED           [100%] / ============================= 21 passed in 47.34s ==============================,Scoring-confirmed pass; hidden tests restored before scoring.
remove_tests_success,pydantic-settings,pydantic-settings_pr_780,remove_tests,SUCCESS,success,1/1,188/188,pydantic_settings/sources/base.py; pydantic_settings/sources/utils.py; tests/test_settings.py,pydantic_settings/sources/base.py; pydantic_settings/sources/utils.py,71,13,runs/pydantic-settings/pydantic-settings_pr_780/codex_cli/remove_tests/rep_1/result.json,runs/pydantic-settings/pydantic-settings_pr_780/codex_cli/remove_tests/rep_1/metrics.json,runs/pydantic-settings/pydantic-settings_pr_780/codex_cli/remove_tests/rep_1/logs/final_repo_diff.patch,runs/pydantic-settings/pydantic-settings_pr_780/codex_cli/remove_tests/rep_1/logs/post_run_test_output.txt,runs/pydantic-settings/pydantic-settings_pr_780/codex_cli/remove_tests/rep_1/logs/agent_stdout.log,"/usr/bin/bash -lc 'rg -n ""TypeAliasType|__value__|_annotation_is_complex|_get_field_metadata|_extract_field_info|test_annotated_with_paramet | /usr/bin/bash -lc 'git status --short' | /usr/bin/bash -lc 'rg --files' | /usr/bin/bash -lc ""sed -n '1,130p' pydantic_settings/sources/utils.py""",tests/test_settings.py::test_field_annotated_disable_decoding PASSED     [ 97%] / tests/test_settings.py::test_field_annotated_force_decode_disable_decoding PASSED [ 98%] / tests/test_settings.py::test_warns_if_config_keys_are_set_but_source_is_missing PASSED [ 98%] / tests/test_settings.py::test_env_strict_coercion PASSED                  [ 99%] / tests/test_settings.py::test_env_source_when_load_multi_nested_config PASSED [100%] / ============================= 189 passed in 0.69s ==============================,Scoring-confirmed pass; hidden tests restored before scoring.
remove_tests_failure,httpx,httpx_pr_2547,remove_tests,FAIL,hidden_bug_fix_only_failure,0/3,45/45,docs/advanced.md; docs/environment_variables.md; httpx/_client.py; httpx/_config.py; httpx/_utils.py,docs/advanced.md; docs/environment_variables.md; httpx/_client.py; httpx/_config.py; httpx/_utils.py,51,110,comparison_slices/rq1_initial_matrix_missing/runs/httpx/httpx_pr_2547/codex_cli/remove_tests/rep_1/result.json,comparison_slices/rq1_initial_matrix_missing/runs/httpx/httpx_pr_2547/codex_cli/remove_tests/rep_1/metrics.json,comparison_slices/rq1_initial_matrix_missing/runs/httpx/httpx_pr_2547/codex_cli/remove_tests/rep_1/logs/final_repo_diff.patch,comparison_slices/rq1_initial_matrix_missing/runs/httpx/httpx_pr_2547/codex_cli/remove_tests/rep_1/logs/post_run_test_output.txt,comparison_slices/rq1_initial_matrix_missing/runs/httpx/httpx_pr_2547/codex_cli/remove_tests/rep_1/logs/agent_stdout.log,"/usr/bin/bash -lc 'rg -n ""TRACE|HTTPX_LOG_LEVEL|logging|log"" httpx tests/test_utils.py' | /usr/bin/bash -lc 'git status --short' | /usr/bin/bash -lc 'rg --files' | /usr/bin/bash -lc ""sed -n '990,1030p' httpx/_client.py && sed -n '1710,1740p' httpx/_client.py""","tests/test_utils.py::test_url_matches[http://-http://example.com-True] PASSED [ 91%] / tests/test_utils.py::test_url_matches[http://-https://example.com-False] PASSED [ 93%] / tests/test_utils.py::test_url_matches[all://-https://example.com:123-True] PASSED [ 95%] / tests/test_utils.py::test_url_matches[-https://example.com:123-True] PASSED [ 97%] / tests/test_utils.py::test_pattern_priority PASSED                        [100%] / ========================= 3 failed, 45 passed in 0.24s =========================","Hidden bug-fix tests still failed; fair repair miss, but paired clean outcome must be checked before attributing it to the condition."
remove_tests_failure,click,click_pr_3004,remove_tests,FAIL,regression_only_failure,5/5,293/295,src/click/core.py; tests/test_basic.py,src/click/core.py; tests/test_basic.py,54,2,runs/click/click_pr_3004/codex_cli/remove_tests/rep_1/result.json,runs/click/click_pr_3004/codex_cli/remove_tests/rep_1/metrics.json,runs/click/click_pr_3004/codex_cli/remove_tests/rep_1/logs/final_repo_diff.patch,runs/click/click_pr_3004/codex_cli/remove_tests/rep_1/logs/post_run_test_output.txt,runs/click/click_pr_3004/codex_cli/remove_tests/rep_1/logs/agent_stdout.log,"/usr/bin/bash -lc 'rg -n ""choice_default_rendering|Enum|default.*choices|show_default|Choice|choices"" tests/test_options.py' | /usr/bin/bash -lc 'rg --files' | /usr/bin/bash -lc ""rg -n \""format_default|show_default|default.*render|Choice|choices\"" src click tests -g '""'!*.pyc'""'"" | /usr/bin/bash -lc ""sed -n '2840,2895p' src/click/core.py""","tests/test_options.py::test_duplicate_names_warning[opts_one0-opts_two0] PASSED [ 99%] / tests/test_options.py::test_duplicate_names_warning[opts_one1-opts_two1] PASSED [100%] / =========================== short test summary info ============================ / FAILED tests/test_options.py::test_choice_default_rendering[choices4-0.0-0.0] / FAILED tests/test_options.py::test_choice_default_rendering[choices6-2-2] - A... / ======================== 2 failed, 298 passed in 0.30s =========================",Hidden bug-fix tests passed but previously passing tests regressed; fair signal for collateral-damage risk.
remove_tests_failure,pip-tools,pip-tools_pr_2087,remove_tests,FAIL,hidden_bug_fix_only_failure,0/1,0/0,piptools/_compat/pip_compat.py; tests/test_pip_compat.py,piptools/_compat/pip_compat.py,15,1,runs/pip-tools/pip-tools_pr_2087/codex_cli/remove_tests/rep_1/result.json,runs/pip-tools/pip-tools_pr_2087/codex_cli/remove_tests/rep_1/metrics.json,runs/pip-tools/pip-tools_pr_2087/codex_cli/remove_tests/rep_1/logs/final_repo_diff.patch,runs/pip-tools/pip-tools_pr_2087/codex_cli/remove_tests/rep_1/logs/post_run_test_output.txt,runs/pip-tools/pip-tools_pr_2087/codex_cli/remove_tests/rep_1/logs/agent_stdout.log,"/usr/bin/bash -lc 'git status --short' | /usr/bin/bash -lc 'rg --files' | /usr/bin/bash -lc 'rg -n ""parse_requirements|preserve_editable|editable"" tests piptools' | /usr/bin/bash -lc ""sed -n '1,180p' piptools/_compat/pip_compat.py""","-- Docs: https://docs.pytest.org/en/stable/how-to/capture-warnings.html / ============================= slowest 20 durations ============================= / (3 durations < 0.005s hidden.  Use -vv to show these durations.) / =========================== short test summary info ============================ / FAILED tests/test_pip_compat.py::test_parse_requirements_preserve_editable_relative_path / ======================== 1 failed, 17 warnings in 1.53s ========================","Hidden bug-fix tests still failed; fair repair miss, but paired clean outcome must be checked before attributing it to the condition."
strong_pass,click,click_pr_2846,type_hints,SUCCESS,success,3/3,47/47,CHANGES.rst; src/click/shell_completion.py; tests/test_shell_completion.py,CHANGES.rst; src/click/shell_completion.py; tests/test_shell_completion.py,40,1,runs/click/click_pr_2846/codex_cli/type_hints/rep_1/result.json,runs/click/click_pr_2846/codex_cli/type_hints/rep_1/metrics.json,runs/click/click_pr_2846/codex_cli/type_hints/rep_1/logs/final_repo_diff.patch,runs/click/click_pr_2846/codex_cli/type_hints/rep_1/logs/post_run_test_output.txt,runs/click/click_pr_2846/codex_cli/type_hints/rep_1/logs/agent_stdout.log,"/usr/bin/bash -lc 'rg --files' | /usr/bin/bash -lc 'rg -n ""Zsh|zsh|shell_complete|_describe|compadd|CompletionItem|CHANGES"" -S src tests CHANGES.rst' | /usr/bin/bash -lc ""sed -n '1,450p' src/click/shell_completion.py"" | /usr/bin/bash -lc ""sed -n '300,390p' tests/test_shell_completion.py""",tests/test_shell_completion.py::test_choice_case_sensitive[True-expect1] PASSED [ 92%] / tests/test_shell_completion.py::test_add_completion_class PASSED         [ 94%] / tests/test_shell_completion.py::test_add_completion_class_with_name PASSED [ 96%] / tests/test_shell_completion.py::test_add_completion_class_decorator PASSED [ 98%] / tests/test_shell_completion.py::test_files_closed PASSED                 [100%] / ============================== 50 passed in 0.09s ==============================,Scoring-confirmed pass; hidden tests restored before scoring.
strong_pass,click,click_pr_2846,comments_docstrings,SUCCESS,success,3/3,47/47,CHANGES.rst; src/click/shell_completion.py; tests/test_shell_completion.py,CHANGES.rst; src/click/shell_completion.py; tests/test_shell_completion.py,45,1,runs/click/click_pr_2846/codex_cli/comments_docstrings/rep_1/result.json,runs/click/click_pr_2846/codex_cli/comments_docstrings/rep_1/metrics.json,runs/click/click_pr_2846/codex_cli/comments_docstrings/rep_1/logs/final_repo_diff.patch,runs/click/click_pr_2846/codex_cli/comments_docstrings/rep_1/logs/post_run_test_output.txt,runs/click/click_pr_2846/codex_cli/comments_docstrings/rep_1/logs/agent_stdout.log,"/usr/bin/bash -lc 'git status --short' | /usr/bin/bash -lc 'rg -n ""Zsh|zsh|_describe|compadd|CompletionItem|shell_complete"" src tests CHANGES.rst' | /usr/bin/bash -lc 'rg -n ""2703|colon|completion"" CHANGES.rst docs src/click tests/test_shell_completion.py' | /usr/bin/bash -lc ""sed -n '1,360p' src/click/shell_completion.py""",tests/test_shell_completion.py::test_choice_case_sensitive[True-expect1] PASSED [ 92%] / tests/test_shell_completion.py::test_add_completion_class PASSED         [ 94%] / tests/test_shell_completion.py::test_add_completion_class_with_name PASSED [ 96%] / tests/test_shell_completion.py::test_add_completion_class_decorator PASSED [ 98%] / tests/test_shell_completion.py::test_files_closed PASSED                 [100%] / ============================== 50 passed in 0.09s ==============================,Scoring-confirmed pass; hidden tests restored before scoring.
strong_pass,structlog,structlog_pr_713,comments_docstrings,SUCCESS,success,1/1,91/91,src/structlog/processors.py; tests/processors/test_renderers.py,src/structlog/processors.py; tests/processors/test_renderers.py,19,2,runs/structlog/structlog_pr_713/codex_cli/comments_docstrings/rep_1/result.json,runs/structlog/structlog_pr_713/codex_cli/comments_docstrings/rep_1/metrics.json,runs/structlog/structlog_pr_713/codex_cli/comments_docstrings/rep_1/logs/final_repo_diff.patch,runs/structlog/structlog_pr_713/codex_cli/comments_docstrings/rep_1/logs/post_run_test_output.txt,runs/structlog/structlog_pr_713/codex_cli/comments_docstrings/rep_1/logs/agent_stdout.log,"/usr/bin/bash -lc 'rg -n ""class TimeStamper|TimeStamper|test_inserts_formatted_utc"" src tests' | /usr/bin/bash -lc 'git status --short' | /usr/bin/bash -lc ""sed -n '270,380p' src/structlog/processors.py"" | /usr/bin/bash -lc ""sed -n '318,382p' tests/processors/test_renderers.py""","tests/processors/test_renderers.py::TestFormatExcInfo::test_format_exception PASSED [ 98%] / tests/processors/test_renderers.py::TestFormatExcInfo::test_no_exception[True] PASSED [ 99%] / tests/processors/test_renderers.py::TestFormatExcInfo::test_no_exception[ei1] PASSED [100%] / =========================== short test summary info ============================ / SKIPPED [12] tests/processors/test_renderers.py:489: Skipped / ======================== 92 passed, 12 skipped in 0.34s ========================",Scoring-confirmed pass; hidden tests restored before scoring.
